,Hotel name,Min price,Stars,Chech in/out,Comments, TV, Pool, Parking, Wi-Fi, Conference Room, Air Conditioning, Breakfast, Cafe, Jacuzzi, Restaurant,     TV,     Ավտոկայանատեղի ,     Wi-Fi ինտերնետ,     Ֆեն,     Կոնֆերանս Դահլիճ,     Օդորակիչ,     Նախաճաշ,     Սեյֆ,     Մինիբար,     Զգեստապահարան,     Հեռախոս,     Սեղան/Գրասեղան,    Լողասենյակ , Laundry, Room service, Safe, Minibar, Wardrobe, Phone, Bathroom, Dryer, Playground, Fitness, Table/Desk, Billiards, Refrigerator, SPA, Kitchen, Grill/BBQ, Garden, Table tennis, Cottages, Kid's room, FB meal, HB meal, Microwave, Pets allowed, Tennis
78,Ani Resort,40000,0,"Check in: 14:00
Check out: 12:00",2, TV, Pool, Parking, Wi-Fi, Conference Room,,,,, Restaurant,,,,,,,,,,,,,, Laundry, Room service, Safe,,, Phone, Bathroom,, Playground, Fitness,, Billiards,,,, Grill/BBQ,, Table tennis,,, FB meal,,,,
79,Alexandrapol Hotel Palace,25000,0,"Check in: 14:00
Check out: 12:00",1, TV,, Parking, Wi-Fi,, Air Conditioning, Breakfast,,,,,,,,,,,,,,,,, Laundry, Room service, Safe,,, Phone,,,,,,,,,,,,,,,,,,,
80,Armenia Wellness & SPA Hotel,25000,5,"Check in: 13:00
Check out: 12:00",1,, Pool,,, Conference Room,,,,, Restaurant,,,,,,,,,,,,,, Laundry, Room service,,,,, Bathroom,,, Fitness,, Billiards,,,,,, Table tennis,,, FB meal,,,,
81,Kirovakan Hotel,7000,3,"Check in: 14:00
Check out: 12:00",0, TV,, Parking,, Conference Room,,,,, Restaurant,,,,,,,,,,,,,, Laundry, Room service,,,,,,, Playground,, Table/Desk, Billiards,,,,, Garden, Table tennis,,,,,,,
82,Lori Hotel,18000,0,"Check in: 14:00
Check out: 12:00",0,,,,,,,, Cafe,,,,,,,,,,,,,,,,,,,,,, Bathroom,, Playground,,,,,,,, Garden,,,, FB meal,,,,
83,Menua Hotel,8000,3,"Check in: 14:00
Check out: 12:00",0,,,,,,, Breakfast, Cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, FB meal, HB meal,,,
84,Araks Hotel,15500,4,"Check in: 14:00
Check out: 12:00",0, TV, Pool, Parking,, Conference Room,, Breakfast,,,,,,,,,,,,,,,,,, Room service,,,,,,,,,,,,,,,,,,,,,,,
85,Splendor Resort,25000,0,"Check in: 14:00
Check out: 12:00",1, TV,, Parking, Wi-Fi,,,,,, Restaurant,,,,,,,,,,,,,,, Room service,,,, Phone,,, Playground,,, Billiards,,, Kitchen, Grill/BBQ,, Table tennis, Cottages, Kid's room,, HB meal,,,
86,Central Hotel,25000,3,"Check in: 14:00
Check out: 12:00",1,,,,,,, Breakfast,,,,,,,,,,,,,,,,,,,,,,,,, Playground,,,,,,,,,,,, FB meal,,,,
87,Aghveran Ararat Resort,25000,4,"Check in: 15:00
Check out: 12:00",6, TV, Pool, Parking, Wi-Fi, Conference Room,, Breakfast,,, Restaurant,,,,,,,,,,,,,,, Room service,,,,, Bathroom,, Playground, Fitness,, Billiards,,,,,, Table tennis,,,,,,,
88,Sochut Resort,32000,3,"Check in: 14:00
Check out: 11:00",1,,, Parking, Wi-Fi, Conference Room,, Breakfast,,, Restaurant,,,,,,,,,,,,,, Laundry,,,,,,,, Playground,, Table/Desk, Billiards,,,,, Garden, Table tennis,, Kid's room, FB meal,,,,
89,Armenia Hotel,29000,0,"Check in: 14:00
Check out: 12:00",0,,, Parking, Wi-Fi,, Air Conditioning, Breakfast, Cafe,,,,,,,,,,,,,,,, Laundry, Room service,,,,,,,, Fitness,,,,,,,,,,,,,,,
90,Casanova Guesthouse,22000,1,"Check in: 10:00
Check out: 10:00",0, TV,, Parking, Wi-Fi,,,,,, Restaurant,,,,,,,,,,,,,,, Room service,,,, Phone, Bathroom,, Playground, Fitness,,, Refrigerator,,,, Garden, Table tennis,,,,,,,
91,National Artsakh Hotel,20000,0,"Check in: 14:00
Check out: 12:00",0, TV,, Parking, Wi-Fi, Conference Room, Air Conditioning, Breakfast,,, Restaurant,,,,,,,,,,,,,, Laundry, Room service, Safe,,,,,,,,,, Refrigerator, SPA,,,,,,,,,,,
92,“Vanadzor” Guesthouse,12000,0,"Check in: 12:00
Check out: 02:00",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,L and L cottages,25000,0,"Check in: 12:00
Check out: 14:00",0, TV, Pool, Parking, Wi-Fi,,,,,,,,,,,,,,,,,,,,,,,, Wardrobe, Phone, Bathroom, Dryer, Playground,,,, Refrigerator,, Kitchen, Grill/BBQ, Garden,, Cottages,,,,,,
94,Ani Plaza Hotel,35000,4,"Check in: 14:00
Check out: 12:00",1, TV, Pool, Parking, Wi-Fi, Conference Room, Air Conditioning, Breakfast,,, Restaurant,,,,,,,,,,,,,,,,,,,, Bathroom,,, Fitness, Table/Desk,,, SPA,,,,,,,,,,,
95,Aleppo Hotel,14500,3,"Check in: 14:00
Check out: 12:00",0, TV, Pool,, Wi-Fi,, Air Conditioning, Breakfast,,,,,,,,,,,,,,,,, Laundry, Room service, Safe,, Wardrobe,, Bathroom, Dryer,,, Table/Desk,, Refrigerator,,,,,,,,,,, Pets allowed,
96,Apricot Hotel Yerevan,35000,0,"Check in: 14:00
Check out: 12:00",1,,,, Wi-Fi,,,,,, Restaurant,,,,,,,,,,,,,,,,,, Wardrobe,, Bathroom,,,,,,,,,,,,,,,,,,
97,GM Rest House,40000,1,"Check in: 12:00
Check out: 14:00",0,,, Parking, Wi-Fi,, Air Conditioning,,,,,,,,,,,,,,,,,,,,,, Wardrobe,,, Dryer,,,,, Refrigerator,, Kitchen,,,,,,,,,,
98,Goog Hotel,13500,0,"Check in: 14:00
Check out: 12:00",0, TV,,,,,, Breakfast,,,,,,,,,,,,,,,,,,, Safe,,, Phone, Bathroom, Dryer,,,,, Refrigerator,,,,,,,,,,,,
99,Ararat Hotel,31000,4,"Check in: 15:00
Check out: 12:00",0, TV, Pool,,, Conference Room, Air Conditioning,,,, Restaurant,,,,,,,,,,,,,,,,,,,,,,, Fitness,,,,,,, Garden,,,,,,,,
100,Royal Plaza Hotel,30000,4,"Check in: 14:00
Check out: 12:00",0, TV,, Parking, Wi-Fi, Conference Room,,,,,,,,,,,,,,,,,,, Laundry,,,, Wardrobe, Phone, Bathroom,,,, Table/Desk,, Refrigerator, SPA, Kitchen,,,,,,,,,,
101,Nova Hotel,12000,0,"Check in: 14:00
Check out: 12:00",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Aviatrans Hotel,29000,4,"Check in: 13:00
Check out: 12:00",0, TV,, Parking, Wi-Fi, Conference Room, Air Conditioning, Breakfast, Cafe,, Restaurant,,,,,,,,,,,,,, Laundry, Room service, Safe,,,,,,,,,,,,,,,,,,,,,,
103,Jermuk 1 (Moscow) Health Resort,18000,0,"Check in: 00:00
Check out: 00:00",0, TV,,, Wi-Fi, Conference Room,, Breakfast,,,,,,,,,,,,,,,,,, Room service,,, Wardrobe, Phone, Bathroom, Dryer, Playground, Fitness, Table/Desk,, Refrigerator, SPA, Kitchen,,,,,, FB meal,,,,
104,NR Rest House hotel,28000,0,"Check in: 14:00
Check out: 12:00",0,, Pool,,,,,,,,,,,,,,,,,,,,,,,,,,,, Bathroom,, Playground,, Table/Desk, Billiards,,,,, Garden,,,,,,,, Tennis
105,Menua Hotel Yerevan,10000,5,"Check in: 14:00
Check out: 12:00",0,,,,,, Air Conditioning,,,,,,,,,,,,,,,,,,,,, Minibar,,,,,,,,,,,,,,,,,,,,,
106,Azhdahak guest house,4500,0,"Check in: 14:00
Check out: 12:00",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,DiliJazz Hotel,30000,0,"Check in: 14:00
Check out: 12:00",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Everest Rest House,55000,0,"Check in: 14:00
Check out: 12:00",0, TV,, Parking, Wi-Fi,,, Breakfast,,, Restaurant,,,,,,,,,,,,,,, Room service,,, Wardrobe,, Bathroom, Dryer,,, Table/Desk,, Refrigerator,, Kitchen, Grill/BBQ,,, Cottages,, FB meal, HB meal, Microwave,,
109,Lilia Guest House,7000,0,"Check in: 13:00
Check out: 12:00",0,,, Parking, Wi-Fi,,, Breakfast,,,,,,,,,,,,,,,,,, Room service,,, Wardrobe,,, Dryer,,,,,,, Kitchen,,,,,, FB meal, HB meal,,,
110,Ed-Em Hotel,12000,0,"Check in: 14:00
Check out: 12:00",0, TV,, Parking, Wi-Fi,,, Breakfast,,,,,,,,,,,,,,,,,,,,,, Phone, Bathroom, Dryer,,, Table/Desk,,,,,,,,,, FB meal, HB meal,,,
111,Sunk Hotel,10000,0,"Check in: 14:00
Check out: 12:00",0, TV,, Parking, Wi-Fi,,, Breakfast,,, Restaurant,,,,,,,,,,,,,,,,,, Wardrobe,, Bathroom,,,, Table/Desk,,,,,, Garden,,,,,,,,
112,Popock Tsaghkadzor Hotel,10000,0,"Check in: 14:00
Check out: 12:00",0, TV,, Parking, Wi-Fi, Conference Room, Air Conditioning, Breakfast, Cafe,, Restaurant,,,,,,,,,,,,,, Laundry,,,, Wardrobe,, Bathroom, Dryer, Playground,, Table/Desk,,,, Kitchen, Grill/BBQ, Garden, Table tennis,, Kid's room, FB meal,,,,
113,Resort MJA,15000,0,"Check in: 14:00
Check out: 12:00",0, TV, Pool, Parking, Wi-Fi, Conference Room, Air Conditioning, Breakfast, Cafe,, Restaurant,,,,,,,,,,,,,,, Room service,,, Wardrobe,, Bathroom, Dryer,,, Table/Desk,, Refrigerator,, Kitchen, Grill/BBQ, Garden,,,,,,,,
114,Sofya Hotel,10000,0,"Check in: 14:00
Check out: 12:00",0, TV,, Parking, Wi-Fi,,,,,,,,,,,,,,,,,,,,,,,,,, Bathroom, Dryer,,,,,,,,,,,,,,,,,
115,Popock Dilijan 2 Hotel,12500,0,"Check in: 14:00
Check out: 12:00",0, TV,, Parking, Wi-Fi,, Air Conditioning, Breakfast,,, Restaurant,,,,,,,,,,,,,,,,,, Wardrobe,, Bathroom,, Playground,,,,,, Kitchen, Grill/BBQ,,,,, FB meal, HB meal,,,
116,Tumanyan Hotel,12000,0,"Check in: 13:00
Check out: 12:00",0, TV,, Parking, Wi-Fi,, Air Conditioning, Breakfast,,, Restaurant,,,,,,,,,,,,,,,,,,, Phone, Bathroom, Dryer,,,,,,, Kitchen,, Garden,,,,,,,,
117,Jermuk Hotel & SPA,24000,0,"Check in: 00:00
Check out: 00:00",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Teghenis Hotel,25000,0,"Check in: 14:00
Check out: 12:00",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,EcoKayan Dilijan,26200,0,"Check in: 14:00
Check out: 12:00",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Ararat Resort Tsaghkadzor,32000,0,"Check in: 14:00
Check out: 12:00",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Tomus Hotel,20000,0,"Check in: 14:00
Check out: 12:00",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,Unique Hotel,23000,3,"Check in: 14:00
Check out: 12:00",0, TV,, Parking, Wi-Fi,, Air Conditioning, Breakfast,,, Restaurant,,,,,,,,,,,,,, Laundry, Room service, Safe, Minibar, Wardrobe, Phone, Bathroom, Dryer,,,,, Refrigerator,, Kitchen,,,,,,,,,,
123,Lastiver Resort,45000,4,"Check in: 14:00
Check out: 12:00",0, TV, Pool, Parking, Wi-Fi, Conference Room, Air Conditioning, Breakfast, Cafe, Jacuzzi, Restaurant,,,,,,,,,,,,,, Laundry, Room service, Safe, Minibar, Wardrobe, Phone, Bathroom, Dryer,, Fitness,,, Refrigerator,,,,,,,,,,, Pets allowed,
124,Popock Dilijan 1 Hotel,12500,0,"Check in: 14:00
Check out: 12:00",0, TV, Pool, Parking, Wi-Fi,,, Breakfast,,, Restaurant,,,,,,,,,,,,,,,,,, Wardrobe,, Bathroom,, Playground,,,,,, Kitchen, Grill/BBQ,,,,, FB meal, HB meal,,,
125,Adams Hotel,17000,3,"Check in: 14:00
Check out: 12:00",0, TV, Pool, Parking, Wi-Fi,, Air Conditioning, Breakfast, Cafe,, Restaurant,,,,,,,,,,,,,, Laundry, Room service,, Minibar, Wardrobe, Phone, Bathroom,,,,,, Refrigerator,,,,,,,,,,, Pets allowed,
126,Kantar Hotel,33000,3,"Check in: 14:00
Check out: 12:00",0, TV,, Parking, Wi-Fi,, Air Conditioning, Breakfast,,,,,,,,,,,,,,,,,, Room service, Safe, Minibar, Wardrobe, Phone, Bathroom,,,,,,,,,,,,,,,,,,
127,Ramada Hotel & Suites by Wyndham Yerevan,40000,4,"Check in: 14:00
Check out: 12:00",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,AnnaBella Boutique Hotel,18000,0,"Check in: 14:00
Check out: 12:00",0, TV,, Parking, Wi-Fi,, Air Conditioning, Breakfast, Cafe,, Restaurant,,,,,,,,,,,,,, Laundry, Room service, Safe,, Wardrobe, Phone, Bathroom, Dryer,,,,, Refrigerator,,,, Garden,,,,,,,,
129,Cherry Hotel,13000,0,"Check in: 14:00
Check out: 12:00",0, TV,, Parking, Wi-Fi,, Air Conditioning, Breakfast,,, Restaurant,,,,,,,,,,,,,,, Room service, Safe,, Wardrobe, Phone, Bathroom, Dryer,,, Table/Desk,, Refrigerator,,,,,,,,,,, Pets allowed,
130,Yerevan Centre Hotel,17000,3,"Check in: 14:00
Check out: 12:00",0, TV,, Parking, Wi-Fi,, Air Conditioning, Breakfast,,, Restaurant,,,,,,,,,,,,,,, Room service, Safe, Minibar, Wardrobe, Phone, Bathroom, Dryer,,, Table/Desk,,,,,,,,,,,,,,
131,Hobby Hotel,19000,0,"Check in: 14:00
Check out: 12:00",0,,,, Wi-Fi,, Air Conditioning, Breakfast,,, Restaurant,,,,,,,,,,,,,,,, Safe, Minibar, Wardrobe, Phone, Bathroom,,,,,,,,,,,,,,,,,,
132,Grand Hills Hotel,25000,4,"Check in: 14:00
Check out: 12:00",0, TV, Pool, Parking, Wi-Fi, Conference Room, Air Conditioning, Breakfast, Cafe, Jacuzzi, Restaurant,,,,,,,,,,,,,, Laundry, Room service, Safe, Minibar, Wardrobe, Phone, Bathroom,,,, Table/Desk,, Refrigerator,,,, Garden,,,,,,,,
133,Daniel Boutique,18000,3,"Check in: 14:00
Check out: 12:00",0,,,, Wi-Fi,, Air Conditioning,, Cafe,, Restaurant,,,,,,,,,,,,,,,, Safe,,,,,,,,,,,,,,,,,,,,,,
134,Holiday Inn Express,28000,4,"Check in: 14:00
Check out: 12:00",0,,, Parking, Wi-Fi,, Air Conditioning, Breakfast,,,,,,,,,,,,,,,,, Laundry,,,,,,,,,, Table/Desk,,,,,,,,,,,,,,
135,Arthurs Aghveran Resort,27000,4,"Check in: 15:00
Check out: 14:00",4, TV, Pool, Parking, Wi-Fi,, Air Conditioning, Breakfast,, Jacuzzi,,,,,,,,,,,,,,,,,,,,,,, Playground, Fitness,,,,,,, Garden,,, Kid's room,,,,,
136,Messier 53 Hotel Yerevan,35000,4,"Check in: 14:00
Check out: 12:00",0, TV, Pool,, Wi-Fi, Conference Room,, Breakfast, Cafe, Jacuzzi, Restaurant,,,,,,,,,,,,,,, Room service, Safe, Minibar,, Phone, Bathroom, Dryer,, Fitness, Table/Desk,,, SPA,,,,,,,,,,,
137,Apaga Resort,26500,0,"Check in: 14:00
Check out: 12:00",1,,, Parking, Wi-Fi, Conference Room,, Breakfast,,, Restaurant,,,,,,,,,,,,,,,,,,,,,, Playground,,,,,,,,,,,,,,,,
138,Bien Hotel,28000,0,"Check in: 14:00
Check out: 12:00",0, TV, Pool, Parking, Wi-Fi,,, Breakfast,,, Restaurant,,,,,,,,,,,,,,, Room service,, Minibar, Wardrobe, Phone,,,,, Table/Desk,,,,,,,,,,,,,,
139,Amberd Hotel,34200,4,"Check in: 14:00
Check out: 12:00",1,, Pool, Parking, Wi-Fi,,, Breakfast,,, Restaurant,,,,,,,,,,,,,,, Room service,,,,,,, Playground,,, Billiards,, SPA,,,, Table tennis,,,,,,,
140,Golden Palace Hotel Yerevan,106000,5,"Check in: 14:00
Check out: 12:00",1, TV,, Parking, Wi-Fi, Conference Room,, Breakfast,, Jacuzzi, Restaurant,,,,,,,,,,,,,,,,,,, Phone, Bathroom,,, Fitness, Table/Desk,,, SPA,,,,,,,,,,,
141,Faria Boutique Hotel,20000,4,"Check in: 14:00
Check out: 12:00",0, TV,,, Wi-Fi,,, Breakfast,,,,,,,,,,,,,,,,,, Room service,,, Wardrobe, Phone, Bathroom, Dryer,,, Table/Desk,,,, Kitchen,,,,,,,,,,
142,Multi Rest House,40000,4,"Check in: 14:00
Check out: 12:00",1, TV, Pool, Parking, Wi-Fi, Conference Room,, Breakfast,,, Restaurant,,,,,,,,,,,,,,, Room service,,,, Phone, Bathroom, Dryer, Playground, Fitness, Table/Desk,,, SPA,,,, Table tennis,,,,,,,
143,Tezh Ler Resort,18500,3,"Check in: 14:00
Check out: 12:00",2, TV, Pool, Parking, Wi-Fi, Conference Room,, Breakfast,,, Restaurant,,,,,,,,,,,,,, Laundry,,,,,,,, Playground, Fitness,, Billiards,,,,,, Table tennis,,,,,,,
144,Best Western Plus Congress,24000,4,"Check in: 14:00
Check out: 12:00",0, TV, Pool, Parking, Wi-Fi, Conference Room, Air Conditioning, Breakfast, Cafe,, Restaurant,,,,,,,,,,,,,, Laundry, Room service,, Minibar,, Phone,,,, Fitness,,,,,,,,,,,,,,,
145,Artsakh Hotel,20000,4,"Check in: 14:00
Check out: 12:00",0, TV,, Parking, Wi-Fi, Conference Room, Air Conditioning, Breakfast,,, Restaurant,,,,,,,,,,,,,, Laundry, Room service,,,, Phone, Bathroom,,,,,,,,,,,,,,,,,,
146,Avant Garde Hotel,30000,4,"Check in: 14:00
Check out: 12:00",0, TV,, Parking, Wi-Fi,,,,,,,,,,,,,,,,,,,,, Room service,,,,,,,,,, Billiards,,,,,,,,,,,,,
147,Art Hotel,7000,0,"Check in: 13:00
Check out: 12:00",0,,, Parking, Wi-Fi,,, Breakfast,,,,,,,,,,,,,,,,,,,, Minibar,,,,,,,,,,,,,,,,,,,,,
148,Tsaghkatun Hotel,30000,0,"Check in: 14:00
Check out: 12:00",0, TV,, Parking, Wi-Fi,,, Breakfast,,,,,,,,,,,,,,,,,,,,,, Phone, Bathroom,, Playground,, Table/Desk, Billiards,,,,,,,,,,,,,
149,Armenian Royal Palace Hotel Complex,17000,0,"Check in: 14:00
Check out: 12:00",1,, Pool, Parking, Wi-Fi, Conference Room, Air Conditioning, Breakfast, Cafe,, Restaurant,,,,,,,,,,,,,,, Room service,,,,,,,, Fitness,, Billiards,,,,, Garden,,,,,,,,
150,Aquatek Resort & SPA,23000,4,"Check in: 14:00
Check out: 12:00",0, TV, Pool, Parking, Wi-Fi,, Air Conditioning, Breakfast, Cafe, Jacuzzi, Restaurant,,,,,,,,,,,,,,, Room service, Safe,,, Phone,, Dryer,, Fitness, Table/Desk,,, SPA,,,,,,,,,,,
151,Ararat Mother's and Child's Health SPA,13700,3,"Check in: 14:00
Check out: 12:00",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Playground, Fitness,,,, SPA,,,,,,,,,,,
152,Jermuk Ashkharh Sanatorium,25000,5,"Check in: 14:00
Check out: 12:00",0,, Pool, Parking,,,,,,,,,,,,,,,,,,,,, Laundry,,,,,,,, Playground, Fitness,, Billiards,, SPA,,,, Table tennis,, Kid's room,,,,,
153,Tufenkian Historic Yerevan Hotel,37000,4,"Check in: 15:00
Check out: 12:00",1, TV, Pool, Parking,, Conference Room, Air Conditioning, Breakfast, Cafe,,,,,,,,,,,,,,,, Laundry, Room service,,,,, Bathroom,,,,,,,,,,,,, Kid's room,,,,,
154,Kyores Hotel,12000,0,"Check in: 14:00
Check out: 12:00",0,,,, Wi-Fi,,, Breakfast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,ML Hotel,25000,0,"Check in: 14:00
Check out: 12:00",0,,, Parking, Wi-Fi,, Air Conditioning,, Cafe,,,,,,,,,,,,,,,,,,,,, Phone,,,,,,, Refrigerator,,,,,,,,,,,,
156,Lori Rest Zone,26000,0,"Check in: 14:00
Check out: 12:00",0,,, Parking, Wi-Fi, Conference Room,, Breakfast,,,,,,,,,,,,,,,,,,,,,,,,, Playground, Fitness,,,,,,,, Table tennis,,,,,,,
157,Best Western Bohemian Resort,22000,4,"Check in: 14:00
Check out: 12:00",0, TV, Pool, Parking, Wi-Fi, Conference Room,, Breakfast, Cafe,, Restaurant,,,,,,,,,,,,,, Laundry,, Safe,,, Phone,,,,,,, Refrigerator,,,,,,, Kid's room,,,,,
158,Mayisyan Kamurdj,14000,0,"Check in: 14:00
Check out: 12:00",0,, Pool, Parking,, Conference Room,,,,,,,,,,,,,,,,,,,,,,,,,,, Playground,,,,,,,,, Table tennis,,,,,,,
159,Villa Delenda Hotel,25000,3,"Check in: 14:00
Check out: 12:00",0, TV,,, Wi-Fi,, Air Conditioning, Breakfast,,,,,,,,,,,,,,,,,,, Safe,,, Phone,,,,,,,,,,,,,,,,,,,
160,Villa 29,25000,0,"Check in: 14:00
Check out: 12:00",0, TV,,, Wi-Fi,, Air Conditioning, Breakfast,,,,,,,,,,,,,,,,, Laundry,,,, Wardrobe,, Bathroom,,,,,,,,,,,,,,,,,,
161,Regineh Hotel,20000,3,"Check in: 14:00
Check out: 12:00",0, TV, Pool, Parking, Wi-Fi, Conference Room, Air Conditioning, Breakfast,,,,,,,,,,,,,,,,, Laundry, Room service, Safe,,, Phone, Bathroom, Dryer,, Fitness, Table/Desk,,, SPA,,,,,,,,,,,
162,Kecharis Hotel,30000,0,"Check in: 14:00
Check out: 12:00",2,,, Parking, Wi-Fi,,, Breakfast,,, Restaurant,,,,,,,,,,,,,, Laundry,,,,,,,, Playground, Fitness,, Billiards,,,,,,,,,,,,,
163,Family Hotel,23000,3,"Check in: 12:00
Check out: 12:00",0,,,, Wi-Fi,, Air Conditioning,,,,,,,,,,,,,,,,,,,,,,,, Bathroom, Dryer,,,,,,,,,,,,,,,,,
164,Alpine Violet Hotel,13000,0,"Check in: 14:00
Check out: 12:00",0, TV, Pool,,,,,,,,,,,,,,,,,,,,,,,,,,,, Bathroom,, Playground,,, Billiards,,,,,, Table tennis,, Kid's room, FB meal,,,,
165,Amrots Hotel,14000,3,"Check in: 14:00
Check out: 12:00",0,,, Parking, Wi-Fi,,, Breakfast,,,,,,,,,,,,,,,,,, Room service,,,,,,,,,,,,,,,,,,,,,,,
166,LucyTour Hotel,13000,0,"Check in: 14:00
Check out: 12:00",1,,, Parking, Wi-Fi,,, Breakfast,,,,,,,,,,,,,,,,,,,,,,,,, Playground, Fitness,,,,,,,,,,,,,,,
167,Vivas Hotel,12000,2,"Check in: 14:00
Check out: 12:00",0, TV,, Parking, Wi-Fi,,, Breakfast,,,,,,,,,,,,,,,,,,,,,,, Bathroom,,,,,,,,,, Garden,,,,,,,,
168,Gladzor Sanatorium,15000,0,"Check in: 14:00
Check out: 12:00",0,,, Parking,,,,,,,,,,,,,,,,,,,,,,,,,, Phone, Bathroom,,,, Table/Desk,,,,,, Garden,,,, FB meal,,,,
169,Nairi Hotel,14000,4,"Check in: 14:00
Check out: 12:00",0,, Pool, Parking,,,, Breakfast, Cafe,, Restaurant,,,,,,,,,,,,,,,,,,,, Bathroom,, Playground,,,,,,,,,,,,,,,,
170,Vahagn Resort,19500,3,"Check in: 14:00
Check out: 12:00",0, TV, Pool, Parking, Wi-Fi,,,,,,,,,,,,,,,,,,,,,,,,, Phone, Bathroom,, Playground,,,,,,,,, Table tennis,,, FB meal,,,,
171,Mira Hotel,12000,0,"Check in: 14:00
Check out: 12:00",0,,,, Wi-Fi,,, Breakfast,,,,,,,,,,,,,,,,,,,,, Wardrobe,,,,,,,,,,,,,,,,,,,,
172,Goris Hotel,15000,4,"Check in: 14:00
Check out: 12:00",0, TV,,,,,, Breakfast,,,,,,,,,,,,,,,,,,,,,, Phone, Bathroom,,,,,,,,,,,,,,,,,,
173,Diana Hotel,20000,4,"Check in: 14:00
Check out: 12:00",0,, Pool,, Wi-Fi, Conference Room,, Breakfast, Cafe,,,,,,,,,,,,,,,,,, Safe,,, Phone, Bathroom,, Playground,, Table/Desk,,,,,,,,,,,,,,
174,Gyumri Hotel Shirak,17000,0,"Check in: 14:00
Check out: 12:00",0, TV,, Parking, Wi-Fi,,, Breakfast,,, Restaurant,,,,,,,,,,,,,,,,,,, Phone, Bathroom,,,,,,,,,,,,,,,,,,
175,Dilijan Park Resort & Villas,21000,0,"Check in: 14:00
Check out: 12:00",1, TV, Pool, Parking, Wi-Fi,,, Breakfast,,,,,,,,,,,,,,,,,, Room service,,,,,,,,,,,,,,,,,,,,,,,
176,Writers House Hotel,14000,3,"Check in: 13:00
Check out: 12:00",1, TV, Pool, Parking, Wi-Fi,,,,, Jacuzzi,,,,,,,,,,,,,,,,,,,,,,, Playground, Fitness,,,,,,,,,,,,,,,
177,SD Hotel,18000,3,"Check in: 14:00
Check out: 12:00",0, TV,,, Wi-Fi,, Air Conditioning, Breakfast,,,,,,,,,,,,,,,,, Laundry, Room service, Safe,,, Phone,,,,,,,,,,,,,,,,,,,
178,General Sport Complex,22000,4,"Check in: 14:00
Check out: 12:00",1,, Pool, Parking, Wi-Fi, Conference Room, Air Conditioning,,,,,,,,,,,,,,,,,,,, Safe,,,,,, Playground, Fitness,, Billiards,,,,,,,, Kid's room, FB meal,,,, Tennis
179,Alpina Hotel,33000,0,"Check in: 14:00
Check out: 12:00",0, TV,, Parking, Wi-Fi, Conference Room,, Breakfast, Cafe, Jacuzzi, Restaurant,,,,,,,,,,,,,, Laundry, Room service, Safe, Minibar, Wardrobe, Phone, Bathroom, Dryer, Playground,, Table/Desk, Billiards, Refrigerator, SPA, Kitchen, Grill/BBQ, Garden, Table tennis, Cottages, Kid's room, FB meal, HB meal,,,
180,DoubleTree by Hilton,68000,4,"Check in: 14:00
Check out: 12:00",0, TV,,, Wi-Fi, Conference Room, Air Conditioning, Breakfast,, Jacuzzi,,,,,,,,,,,,,,,,, Safe,,,, Bathroom,,, Fitness,,,, SPA,,,,,,,,,,,
181,Hrazdan Hotel,28000,4,"Check in: 14:00
Check out: 12:00",0, TV, Pool, Parking, Wi-Fi, Conference Room,, Breakfast,,, Restaurant,,,,,,,,,,,,,, Laundry, Room service,,,, Phone, Bathroom,,,,, Billiards,,,,,,,,,,,,,
182,Multi Grand Hotel,43000,5,"Check in: 14:00
Check out: 12:00",1,, Pool, Parking, Wi-Fi, Conference Room,, Breakfast, Cafe, Jacuzzi,,,,,,,,,,,,,,,, Room service,,,,, Bathroom,, Playground, Fitness,,,, SPA,,,,,, Kid's room,,,,,
183,Nare Hotel,22000,3,"Check in: 14:00
Check out: 12:00",0,, Pool, Parking, Wi-Fi,, Air Conditioning,,,, Restaurant,,,,,,,,,,,,,,,,,,, Phone, Bathroom,,,,, Billiards,,,,,,,,,,,,,
