,Air Conditioning,Bathroom,Billiards,Breakfast,Cafe,Comments,Conference Room,Cottages,Dryer,FB meal,Fitness,Garden,Grill/BBQ,HB meal,Hotel name,Jacuzzi,Kid's room,Kitchen,Laundry,Microwave,Min price,Minibar,Parking,Pets allowed,Phone,Playground,Pool,Refrigerator,Restaurant,Room service,SPA,Safe,Stars,Table tennis,Table/Desk,Tennis,Wardrobe,Wi-Fi,Chech in,Chech out
64,Air Conditioning,Bathroom, Billiards,Breakfast, Cafe,0,Conference Room,not available,Dryer, FB meal,not available, Garden, Grill/BBQ,not available,Lilit Resort,not available,not available,not available,not available,not available,24000.0,Minibar,Parking,not available,Phone, Playground, Pool, Refrigerator, Restaurant,not available,not available,Safe,3, Table tennis,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
65,Air Conditioning,Bathroom, Billiards,Breakfast,not available,0,Conference Room,not available,Dryer, FB meal,not available,not available,not available,not available,Sion Resort,not available,not available,not available,not available,not available,32000.0,Minibar,Parking,not available,Phone,not available, Pool,not available, Restaurant,not available,not available,Safe,0, Table tennis,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
66,Air Conditioning,Bathroom, Billiards,Breakfast,not available,5,Conference Room, Cottages,Dryer,not available, Fitness, Garden, Grill/BBQ, HB meal,Nairi Spa Resorts, Jacuzzi,not available,not available, Laundry,not available,28000.0,Minibar,Parking,not available,Phone, Playground, Pool,not available, Restaurant, Room service, SPA,Safe,4, Table tennis,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
67,Air Conditioning,Bathroom, Billiards,Breakfast,not available,0,Conference Room,not available,Dryer, FB meal,not available,not available,not available,not available,Apricot Hotels and Resorts, Jacuzzi,not available, Kitchen,not available,not available,34000.0,Minibar,Parking,not available,Phone, Playground, Pool, Refrigerator, Restaurant,not available,not available,Safe,4, Table tennis,Table/Desk, Tennis,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
68,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,ZCMC Hotel,not available,not available,not available, Laundry,not available,14000.0,Minibar,Parking,not available,Phone,not available,not available,not available,not available, Room service,not available,Safe,0,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
69,Air Conditioning,Bathroom,not available,Breakfast, Cafe,0,Conference Room,not available,Dryer, FB meal,not available, Garden, Grill/BBQ,not available,Iris Guest House,not available,not available,not available,not available,not available,10000.0,Minibar,Parking,not available,Phone,not available,not available,not available,not available, Room service,not available,Safe,0, Table tennis,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
70,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer,not available,not available, Garden, Grill/BBQ,not available,Takht-House Guest house,not available, Kid's room, Kitchen,not available,not available,60000.0,Minibar,Parking,not available,Phone, Playground,not available,not available,not available,not available,not available,Safe,0,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
71,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer,not available,not available,not available, Grill/BBQ,not available,Magnit Guesthouse,not available,not available, Kitchen,not available,not available,5000.0,Minibar,Parking,not available,Phone, Playground,not available,not available, Restaurant, Room service,not available,Safe,0,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
72,Air Conditioning,Bathroom, Billiards,Breakfast,not available,0,Conference Room,not available,Dryer,not available,not available,not available,not available, HB meal,Nur Hotel & Resort,not available,not available,not available,not available,not available,20000.0,Minibar,Parking,not available,Phone, Playground, Pool,not available,not available,not available,not available,Safe,3, Table tennis,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
73,Air Conditioning,Bathroom, Billiards,Breakfast, Cafe,0,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,Harsnaqar Hotel,not available,not available,not available,not available,not available,25000.0,Minibar,Parking,not available,Phone, Playground, Pool,not available, Restaurant, Room service,not available,Safe,3,not available,Table/Desk, Tennis,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
74,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer,not available,not available,not available, Grill/BBQ,not available,Argishti Hotel,not available,not available,not available, Laundry,not available,10000.0,Minibar,Parking,not available,Phone,not available,not available, Refrigerator, Restaurant, Room service,not available,Safe,3,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
75,Air Conditioning,Bathroom, Billiards,Breakfast, Cafe,0,Conference Room,not available,Dryer,not available, Fitness, Garden, Grill/BBQ,not available,Gayane Hotel,not available,not available,not available,not available,not available,12000.0,Minibar,Parking,not available,Phone, Playground, Pool, Refrigerator, Restaurant, Room service,not available,Safe,0,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
76,Air Conditioning,Bathroom, Billiards,Breakfast,not available,0,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,Tsaghkahovit Hotel,not available, Kid's room,not available, Laundry,not available,10000.0,Minibar,Parking,not available,Phone, Playground,not available,not available, Restaurant,not available,not available,Safe,3,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
77,Air Conditioning,Bathroom, Billiards,Breakfast, Cafe,0,Conference Room,not available,Dryer,not available,not available, Garden,not available,not available,Saya Hotel, Jacuzzi, Kid's room,not available,not available,not available,15000.0,Minibar,Parking,not available,Phone, Playground,not available,not available,not available,not available,not available,Safe,3, Table tennis,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
78,Air Conditioning,Bathroom, Billiards,Breakfast,not available,2,Conference Room,not available,Dryer, FB meal, Fitness,not available, Grill/BBQ,not available,Ani Resort,not available,not available,not available, Laundry,not available,40000.0,Minibar,Parking,not available,Phone, Playground, Pool,not available, Restaurant, Room service,not available,Safe,0, Table tennis,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
79,Air Conditioning,Bathroom,not available,Breakfast,not available,1,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,Alexandrapol Hotel Palace,not available,not available,not available, Laundry,not available,25000.0,Minibar,Parking,not available,Phone,not available,not available,not available,not available, Room service,not available,Safe,0,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
80,Air Conditioning,Bathroom, Billiards,Breakfast,not available,1,Conference Room,not available,Dryer, FB meal, Fitness,not available,not available,not available,Armenia Wellness & SPA Hotel,not available,not available,not available, Laundry,not available,25000.0,Minibar,Parking,not available,Phone,not available, Pool,not available, Restaurant, Room service,not available,Safe,5, Table tennis,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 13:00:00,2022-05-02 12:00:00
81,Air Conditioning,Bathroom, Billiards,Breakfast,not available,0,Conference Room,not available,Dryer,not available,not available, Garden,not available,not available,Kirovakan Hotel,not available,not available,not available, Laundry,not available,7000.0,Minibar,Parking,not available,Phone, Playground,not available,not available, Restaurant, Room service,not available,Safe,3, Table tennis,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
82,Air Conditioning,Bathroom,not available,Breakfast, Cafe,0,Conference Room,not available,Dryer, FB meal,not available, Garden,not available,not available,Lori Hotel,not available,not available,not available,not available,not available,18000.0,Minibar,Parking,not available,Phone, Playground,not available,not available,not available,not available,not available,Safe,0,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
83,Air Conditioning,Bathroom,not available,Breakfast, Cafe,0,Conference Room,not available,Dryer, FB meal,not available,not available,not available, HB meal,Menua Hotel,not available,not available,not available,not available,not available,8000.0,Minibar,Parking,not available,Phone,not available,not available,not available,not available,not available,not available,Safe,3,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
84,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,Araks Hotel,not available,not available,not available,not available,not available,15500.0,Minibar,Parking,not available,Phone,not available, Pool,not available,not available, Room service,not available,Safe,4,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
85,Air Conditioning,Bathroom, Billiards,Breakfast,not available,1,Conference Room, Cottages,Dryer,not available,not available,not available, Grill/BBQ, HB meal,Splendor Resort,not available, Kid's room, Kitchen,not available,not available,25000.0,Minibar,Parking,not available,Phone, Playground,not available,not available, Restaurant, Room service,not available,Safe,0, Table tennis,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
86,Air Conditioning,Bathroom,not available,Breakfast,not available,1,Conference Room,not available,Dryer, FB meal,not available,not available,not available,not available,Central Hotel,not available,not available,not available,not available,not available,25000.0,Minibar,Parking,not available,Phone, Playground,not available,not available,not available,not available,not available,Safe,3,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
87,Air Conditioning,Bathroom, Billiards,Breakfast,not available,6,Conference Room,not available,Dryer,not available, Fitness,not available,not available,not available,Aghveran Ararat Resort,not available,not available,not available,not available,not available,25000.0,Minibar,Parking,not available,Phone, Playground, Pool,not available, Restaurant, Room service,not available,Safe,4, Table tennis,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 15:00:00,2022-05-02 12:00:00
88,Air Conditioning,Bathroom, Billiards,Breakfast,not available,1,Conference Room,not available,Dryer, FB meal,not available, Garden,not available,not available,Sochut Resort,not available, Kid's room,not available, Laundry,not available,32000.0,Minibar,Parking,not available,Phone, Playground,not available,not available, Restaurant,not available,not available,Safe,3, Table tennis,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 11:00:00
89,Air Conditioning,Bathroom,not available,Breakfast, Cafe,0,Conference Room,not available,Dryer,not available, Fitness,not available,not available,not available,Armenia Hotel,not available,not available,not available, Laundry,not available,29000.0,Minibar,Parking,not available,Phone,not available,not available,not available,not available, Room service,not available,Safe,0,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
90,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer,not available, Fitness, Garden,not available,not available,Casanova Guesthouse,not available,not available,not available,not available,not available,22000.0,Minibar,Parking,not available,Phone, Playground,not available, Refrigerator, Restaurant, Room service,not available,Safe,1, Table tennis,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 10:00:00,2022-05-02 10:00:00
91,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,National Artsakh Hotel,not available,not available,not available, Laundry,not available,20000.0,Minibar,Parking,not available,Phone,not available,not available, Refrigerator, Restaurant, Room service, SPA,Safe,0,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
92,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,“Vanadzor” Guesthouse,not available,not available,not available,not available,not available,12000.0,Minibar,Parking,not available,Phone,not available,not available,not available,not available,not available,not available,Safe,0,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 12:00:00,2022-05-02 02:00:00
93,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room, Cottages,Dryer,not available,not available, Garden, Grill/BBQ,not available,L and L cottages,not available,not available, Kitchen,not available,not available,25000.0,Minibar,Parking,not available,Phone, Playground, Pool, Refrigerator,not available,not available,not available,Safe,0,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 12:00:00,2022-05-02 14:00:00
94,Air Conditioning,Bathroom,not available,Breakfast,not available,1,Conference Room,not available,Dryer,not available, Fitness,not available,not available,not available,Ani Plaza Hotel,not available,not available,not available,not available,not available,35000.0,Minibar,Parking,not available,Phone,not available, Pool,not available, Restaurant,not available, SPA,Safe,4,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
95,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,Aleppo Hotel,not available,not available,not available, Laundry,not available,14500.0,Minibar,Parking, Pets allowed,Phone,not available, Pool, Refrigerator,not available, Room service,not available,Safe,3,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
96,Air Conditioning,Bathroom,not available,Breakfast,not available,1,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,Apricot Hotel Yerevan,not available,not available,not available,not available,not available,35000.0,Minibar,Parking,not available,Phone,not available,not available,not available, Restaurant,not available,not available,Safe,0,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
97,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,GM Rest House,not available,not available, Kitchen,not available,not available,40000.0,Minibar,Parking,not available,Phone,not available,not available, Refrigerator,not available,not available,not available,Safe,1,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 12:00:00,2022-05-02 14:00:00
98,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,Goog Hotel,not available,not available,not available,not available,not available,13500.0,Minibar,Parking,not available,Phone,not available,not available, Refrigerator,not available,not available,not available,Safe,0,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
99,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer,not available, Fitness, Garden,not available,not available,Ararat Hotel,not available,not available,not available,not available,not available,31000.0,Minibar,Parking,not available,Phone,not available, Pool,not available, Restaurant,not available,not available,Safe,4,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 15:00:00,2022-05-02 12:00:00
100,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,Royal Plaza Hotel,not available,not available, Kitchen, Laundry,not available,30000.0,Minibar,Parking,not available,Phone,not available,not available, Refrigerator,not available,not available, SPA,Safe,4,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
101,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,Nova Hotel,not available,not available,not available,not available,not available,12000.0,Minibar,Parking,not available,Phone,not available,not available,not available,not available,not available,not available,Safe,0,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
102,Air Conditioning,Bathroom,not available,Breakfast, Cafe,0,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,Aviatrans Hotel,not available,not available,not available, Laundry,not available,29000.0,Minibar,Parking,not available,Phone,not available,not available,not available, Restaurant, Room service,not available,Safe,4,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 13:00:00,2022-05-02 12:00:00
103,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer, FB meal, Fitness,not available,not available,not available,Jermuk 1 (Moscow) Health Resort,not available,not available, Kitchen,not available,not available,18000.0,Minibar,Parking,not available,Phone, Playground,not available, Refrigerator,not available, Room service, SPA,Safe,0,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 00:00:00,2022-05-02 00:00:00
104,Air Conditioning,Bathroom, Billiards,Breakfast,not available,0,Conference Room,not available,Dryer,not available,not available, Garden,not available,not available,NR Rest House hotel,not available,not available,not available,not available,not available,28000.0,Minibar,Parking,not available,Phone, Playground, Pool,not available,not available,not available,not available,Safe,0,not available,Table/Desk, Tennis,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
105,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,Menua Hotel Yerevan,not available,not available,not available,not available,not available,10000.0,Minibar,Parking,not available,Phone,not available,not available,not available,not available,not available,not available,Safe,5,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
106,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,Azhdahak guest house,not available,not available,not available,not available,not available,4500.0,Minibar,Parking,not available,Phone,not available,not available,not available,not available,not available,not available,Safe,0,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
107,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,DiliJazz Hotel,not available,not available,not available,not available,not available,30000.0,Minibar,Parking,not available,Phone,not available,not available,not available,not available,not available,not available,Safe,0,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
108,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room, Cottages,Dryer, FB meal,not available,not available, Grill/BBQ, HB meal,Everest Rest House,not available,not available, Kitchen,not available, Microwave,55000.0,Minibar,Parking,not available,Phone,not available,not available, Refrigerator, Restaurant, Room service,not available,Safe,0,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
109,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer, FB meal,not available,not available,not available, HB meal,Lilia Guest House,not available,not available, Kitchen,not available,not available,7000.0,Minibar,Parking,not available,Phone,not available,not available,not available,not available, Room service,not available,Safe,0,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 13:00:00,2022-05-02 12:00:00
110,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer, FB meal,not available,not available,not available, HB meal,Ed-Em Hotel,not available,not available,not available,not available,not available,12000.0,Minibar,Parking,not available,Phone,not available,not available,not available,not available,not available,not available,Safe,0,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
111,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer,not available,not available, Garden,not available,not available,Sunk Hotel,not available,not available,not available,not available,not available,10000.0,Minibar,Parking,not available,Phone,not available,not available,not available, Restaurant,not available,not available,Safe,0,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
112,Air Conditioning,Bathroom,not available,Breakfast, Cafe,0,Conference Room,not available,Dryer, FB meal,not available, Garden, Grill/BBQ,not available,Popock Tsaghkadzor Hotel,not available, Kid's room, Kitchen, Laundry,not available,10000.0,Minibar,Parking,not available,Phone, Playground,not available,not available, Restaurant,not available,not available,Safe,0, Table tennis,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
113,Air Conditioning,Bathroom,not available,Breakfast, Cafe,0,Conference Room,not available,Dryer,not available,not available, Garden, Grill/BBQ,not available,Resort MJA,not available,not available, Kitchen,not available,not available,15000.0,Minibar,Parking,not available,Phone,not available, Pool, Refrigerator, Restaurant, Room service,not available,Safe,0,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
114,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,Sofya Hotel,not available,not available,not available,not available,not available,10000.0,Minibar,Parking,not available,Phone,not available,not available,not available,not available,not available,not available,Safe,0,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
115,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer, FB meal,not available,not available, Grill/BBQ, HB meal,Popock Dilijan 2 Hotel,not available,not available, Kitchen,not available,not available,12500.0,Minibar,Parking,not available,Phone, Playground,not available,not available, Restaurant,not available,not available,Safe,0,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
116,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer,not available,not available, Garden,not available,not available,Tumanyan Hotel,not available,not available, Kitchen,not available,not available,12000.0,Minibar,Parking,not available,Phone,not available,not available,not available, Restaurant,not available,not available,Safe,0,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 13:00:00,2022-05-02 12:00:00
117,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,Jermuk Hotel & SPA,not available,not available,not available,not available,not available,24000.0,Minibar,Parking,not available,Phone,not available,not available,not available,not available,not available,not available,Safe,0,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 00:00:00,2022-05-02 00:00:00
118,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,Teghenis Hotel,not available,not available,not available,not available,not available,25000.0,Minibar,Parking,not available,Phone,not available,not available,not available,not available,not available,not available,Safe,0,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
119,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,EcoKayan Dilijan,not available,not available,not available,not available,not available,26200.0,Minibar,Parking,not available,Phone,not available,not available,not available,not available,not available,not available,Safe,0,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
120,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,Ararat Resort Tsaghkadzor,not available,not available,not available,not available,not available,32000.0,Minibar,Parking,not available,Phone,not available,not available,not available,not available,not available,not available,Safe,0,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
121,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,Tomus Hotel,not available,not available,not available,not available,not available,20000.0,Minibar,Parking,not available,Phone,not available,not available,not available,not available,not available,not available,Safe,0,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
122,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,Unique Hotel,not available,not available, Kitchen, Laundry,not available,23000.0,Minibar,Parking,not available,Phone,not available,not available, Refrigerator, Restaurant, Room service,not available,Safe,3,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
123,Air Conditioning,Bathroom,not available,Breakfast, Cafe,0,Conference Room,not available,Dryer,not available, Fitness,not available,not available,not available,Lastiver Resort, Jacuzzi,not available,not available, Laundry,not available,45000.0,Minibar,Parking, Pets allowed,Phone,not available, Pool, Refrigerator, Restaurant, Room service,not available,Safe,4,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
124,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer, FB meal,not available,not available, Grill/BBQ, HB meal,Popock Dilijan 1 Hotel,not available,not available, Kitchen,not available,not available,12500.0,Minibar,Parking,not available,Phone, Playground, Pool,not available, Restaurant,not available,not available,Safe,0,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
125,Air Conditioning,Bathroom,not available,Breakfast, Cafe,0,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,Adams Hotel,not available,not available,not available, Laundry,not available,17000.0,Minibar,Parking, Pets allowed,Phone,not available, Pool, Refrigerator, Restaurant, Room service,not available,Safe,3,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
126,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,Kantar Hotel,not available,not available,not available,not available,not available,33000.0,Minibar,Parking,not available,Phone,not available,not available,not available,not available, Room service,not available,Safe,3,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
127,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,Ramada Hotel & Suites by Wyndham Yerevan,not available,not available,not available,not available,not available,40000.0,Minibar,Parking,not available,Phone,not available,not available,not available,not available,not available,not available,Safe,4,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
128,Air Conditioning,Bathroom,not available,Breakfast, Cafe,0,Conference Room,not available,Dryer,not available,not available, Garden,not available,not available,AnnaBella Boutique Hotel,not available,not available,not available, Laundry,not available,18000.0,Minibar,Parking,not available,Phone,not available,not available, Refrigerator, Restaurant, Room service,not available,Safe,0,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
129,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,Cherry Hotel,not available,not available,not available,not available,not available,13000.0,Minibar,Parking, Pets allowed,Phone,not available,not available, Refrigerator, Restaurant, Room service,not available,Safe,0,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
130,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,Yerevan Centre Hotel,not available,not available,not available,not available,not available,17000.0,Minibar,Parking,not available,Phone,not available,not available,not available, Restaurant, Room service,not available,Safe,3,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
131,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,Hobby Hotel,not available,not available,not available,not available,not available,19000.0,Minibar,Parking,not available,Phone,not available,not available,not available, Restaurant,not available,not available,Safe,0,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
132,Air Conditioning,Bathroom,not available,Breakfast, Cafe,0,Conference Room,not available,Dryer,not available,not available, Garden,not available,not available,Grand Hills Hotel, Jacuzzi,not available,not available, Laundry,not available,25000.0,Minibar,Parking,not available,Phone,not available, Pool, Refrigerator, Restaurant, Room service,not available,Safe,4,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
133,Air Conditioning,Bathroom,not available,Breakfast, Cafe,0,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,Daniel Boutique,not available,not available,not available,not available,not available,18000.0,Minibar,Parking,not available,Phone,not available,not available,not available, Restaurant,not available,not available,Safe,3,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
