,Air Conditioning,Bathroom,Billiards,Breakfast,Cafe,Comments,Conference Room,Cottages,Dryer,FB meal,Fitness,Garden,Grill/BBQ,HB meal,Hotel name,Jacuzzi,Kid's room,Kitchen,Laundry,Microwave,Min price,Minibar,Parking,Pets allowed,Phone,Playground,Pool,Refrigerator,Restaurant,Room service,SPA,Safe,Stars,Table tennis,Table/Desk,Tennis,Wardrobe,Wi-Fi,Chech in,Chech out
134,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,Holiday Inn Express,not available,not available,not available, Laundry,not available,28000.0,Minibar,Parking,not available,Phone,not available,not available,not available,not available,not available,not available,Safe,4,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
135,Air Conditioning,Bathroom,not available,Breakfast,not available,4,Conference Room,not available,Dryer,not available, Fitness, Garden,not available,not available,Arthurs Aghveran Resort, Jacuzzi, Kid's room,not available,not available,not available,27000.0,Minibar,Parking,not available,Phone, Playground, Pool,not available,not available,not available,not available,Safe,4,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 15:00:00,2022-05-02 14:00:00
136,Air Conditioning,Bathroom,not available,Breakfast, Cafe,0,Conference Room,not available,Dryer,not available, Fitness,not available,not available,not available,Messier 53 Hotel Yerevan, Jacuzzi,not available,not available,not available,not available,35000.0,Minibar,Parking,not available,Phone,not available, Pool,not available, Restaurant, Room service, SPA,Safe,4,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
137,Air Conditioning,Bathroom,not available,Breakfast,not available,1,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,Apaga Resort,not available,not available,not available,not available,not available,26500.0,Minibar,Parking,not available,Phone, Playground,not available,not available, Restaurant,not available,not available,Safe,0,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
138,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,Bien Hotel,not available,not available,not available,not available,not available,28000.0,Minibar,Parking,not available,Phone,not available, Pool,not available, Restaurant, Room service,not available,Safe,0,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
139,Air Conditioning,Bathroom, Billiards,Breakfast,not available,1,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,Amberd Hotel,not available,not available,not available,not available,not available,34200.0,Minibar,Parking,not available,Phone, Playground, Pool,not available, Restaurant, Room service, SPA,Safe,4, Table tennis,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
140,Air Conditioning,Bathroom,not available,Breakfast,not available,1,Conference Room,not available,Dryer,not available, Fitness,not available,not available,not available,Golden Palace Hotel Yerevan, Jacuzzi,not available,not available,not available,not available,106000.0,Minibar,Parking,not available,Phone,not available,not available,not available, Restaurant,not available, SPA,Safe,5,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
141,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,Faria Boutique Hotel,not available,not available, Kitchen,not available,not available,20000.0,Minibar,Parking,not available,Phone,not available,not available,not available,not available, Room service,not available,Safe,4,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
142,Air Conditioning,Bathroom,not available,Breakfast,not available,1,Conference Room,not available,Dryer,not available, Fitness,not available,not available,not available,Multi Rest House,not available,not available,not available,not available,not available,40000.0,Minibar,Parking,not available,Phone, Playground, Pool,not available, Restaurant, Room service, SPA,Safe,4, Table tennis,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
143,Air Conditioning,Bathroom, Billiards,Breakfast,not available,2,Conference Room,not available,Dryer,not available, Fitness,not available,not available,not available,Tezh Ler Resort,not available,not available,not available, Laundry,not available,18500.0,Minibar,Parking,not available,Phone, Playground, Pool,not available, Restaurant,not available,not available,Safe,3, Table tennis,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
144,Air Conditioning,Bathroom,not available,Breakfast, Cafe,0,Conference Room,not available,Dryer,not available, Fitness,not available,not available,not available,Best Western Plus Congress,not available,not available,not available, Laundry,not available,24000.0,Minibar,Parking,not available,Phone,not available, Pool,not available, Restaurant, Room service,not available,Safe,4,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
145,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,Artsakh Hotel,not available,not available,not available, Laundry,not available,20000.0,Minibar,Parking,not available,Phone,not available,not available,not available, Restaurant, Room service,not available,Safe,4,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
146,Air Conditioning,Bathroom, Billiards,Breakfast,not available,0,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,Avant Garde Hotel,not available,not available,not available,not available,not available,30000.0,Minibar,Parking,not available,Phone,not available,not available,not available,not available, Room service,not available,Safe,4,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
147,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,Art Hotel,not available,not available,not available,not available,not available,7000.0,Minibar,Parking,not available,Phone,not available,not available,not available,not available,not available,not available,Safe,0,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 13:00:00,2022-05-02 12:00:00
148,Air Conditioning,Bathroom, Billiards,Breakfast,not available,0,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,Tsaghkatun Hotel,not available,not available,not available,not available,not available,30000.0,Minibar,Parking,not available,Phone, Playground,not available,not available,not available,not available,not available,Safe,0,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
149,Air Conditioning,Bathroom, Billiards,Breakfast, Cafe,1,Conference Room,not available,Dryer,not available, Fitness, Garden,not available,not available,Armenian Royal Palace Hotel Complex,not available,not available,not available,not available,not available,17000.0,Minibar,Parking,not available,Phone,not available, Pool,not available, Restaurant, Room service,not available,Safe,0,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
150,Air Conditioning,Bathroom,not available,Breakfast, Cafe,0,Conference Room,not available,Dryer,not available, Fitness,not available,not available,not available,Aquatek Resort & SPA, Jacuzzi,not available,not available,not available,not available,23000.0,Minibar,Parking,not available,Phone,not available, Pool,not available, Restaurant, Room service, SPA,Safe,4,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
151,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer,not available, Fitness,not available,not available,not available,Ararat Mother's and Child's Health SPA,not available,not available,not available,not available,not available,13700.0,Minibar,Parking,not available,Phone, Playground,not available,not available,not available,not available, SPA,Safe,3,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
152,Air Conditioning,Bathroom, Billiards,Breakfast,not available,0,Conference Room,not available,Dryer,not available, Fitness,not available,not available,not available,Jermuk Ashkharh Sanatorium,not available, Kid's room,not available, Laundry,not available,25000.0,Minibar,Parking,not available,Phone, Playground, Pool,not available,not available,not available, SPA,Safe,5, Table tennis,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
153,Air Conditioning,Bathroom,not available,Breakfast, Cafe,1,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,Tufenkian Historic Yerevan Hotel,not available, Kid's room,not available, Laundry,not available,37000.0,Minibar,Parking,not available,Phone,not available, Pool,not available,not available, Room service,not available,Safe,4,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 15:00:00,2022-05-02 12:00:00
154,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,Kyores Hotel,not available,not available,not available,not available,not available,12000.0,Minibar,Parking,not available,Phone,not available,not available,not available,not available,not available,not available,Safe,0,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
155,Air Conditioning,Bathroom,not available,Breakfast, Cafe,0,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,ML Hotel,not available,not available,not available,not available,not available,25000.0,Minibar,Parking,not available,Phone,not available,not available, Refrigerator,not available,not available,not available,Safe,0,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
156,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer,not available, Fitness,not available,not available,not available,Lori Rest Zone,not available,not available,not available,not available,not available,26000.0,Minibar,Parking,not available,Phone, Playground,not available,not available,not available,not available,not available,Safe,0, Table tennis,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
157,Air Conditioning,Bathroom,not available,Breakfast, Cafe,0,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,Best Western Bohemian Resort,not available, Kid's room,not available, Laundry,not available,22000.0,Minibar,Parking,not available,Phone,not available, Pool, Refrigerator, Restaurant,not available,not available,Safe,4,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
158,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,Mayisyan Kamurdj,not available,not available,not available,not available,not available,14000.0,Minibar,Parking,not available,Phone, Playground, Pool,not available,not available,not available,not available,Safe,0, Table tennis,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
159,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,Villa Delenda Hotel,not available,not available,not available,not available,not available,25000.0,Minibar,Parking,not available,Phone,not available,not available,not available,not available,not available,not available,Safe,3,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
160,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,Villa 29,not available,not available,not available, Laundry,not available,25000.0,Minibar,Parking,not available,Phone,not available,not available,not available,not available,not available,not available,Safe,0,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
161,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer,not available, Fitness,not available,not available,not available,Regineh Hotel,not available,not available,not available, Laundry,not available,20000.0,Minibar,Parking,not available,Phone,not available, Pool,not available,not available, Room service, SPA,Safe,3,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
162,Air Conditioning,Bathroom, Billiards,Breakfast,not available,2,Conference Room,not available,Dryer,not available, Fitness,not available,not available,not available,Kecharis Hotel,not available,not available,not available, Laundry,not available,30000.0,Minibar,Parking,not available,Phone, Playground,not available,not available, Restaurant,not available,not available,Safe,0,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
163,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,Family Hotel,not available,not available,not available,not available,not available,23000.0,Minibar,Parking,not available,Phone,not available,not available,not available,not available,not available,not available,Safe,3,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 12:00:00,2022-05-02 12:00:00
164,Air Conditioning,Bathroom, Billiards,Breakfast,not available,0,Conference Room,not available,Dryer, FB meal,not available,not available,not available,not available,Alpine Violet Hotel,not available, Kid's room,not available,not available,not available,13000.0,Minibar,Parking,not available,Phone, Playground, Pool,not available,not available,not available,not available,Safe,0, Table tennis,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
165,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,Amrots Hotel,not available,not available,not available,not available,not available,14000.0,Minibar,Parking,not available,Phone,not available,not available,not available,not available, Room service,not available,Safe,3,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
166,Air Conditioning,Bathroom,not available,Breakfast,not available,1,Conference Room,not available,Dryer,not available, Fitness,not available,not available,not available,LucyTour Hotel,not available,not available,not available,not available,not available,13000.0,Minibar,Parking,not available,Phone, Playground,not available,not available,not available,not available,not available,Safe,0,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
167,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer,not available,not available, Garden,not available,not available,Vivas Hotel,not available,not available,not available,not available,not available,12000.0,Minibar,Parking,not available,Phone,not available,not available,not available,not available,not available,not available,Safe,2,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
168,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer, FB meal,not available, Garden,not available,not available,Gladzor Sanatorium,not available,not available,not available,not available,not available,15000.0,Minibar,Parking,not available,Phone,not available,not available,not available,not available,not available,not available,Safe,0,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
169,Air Conditioning,Bathroom,not available,Breakfast, Cafe,0,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,Nairi Hotel,not available,not available,not available,not available,not available,14000.0,Minibar,Parking,not available,Phone, Playground, Pool,not available, Restaurant,not available,not available,Safe,4,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
170,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer, FB meal,not available,not available,not available,not available,Vahagn Resort,not available,not available,not available,not available,not available,19500.0,Minibar,Parking,not available,Phone, Playground, Pool,not available,not available,not available,not available,Safe,3, Table tennis,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
171,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,Mira Hotel,not available,not available,not available,not available,not available,12000.0,Minibar,Parking,not available,Phone,not available,not available,not available,not available,not available,not available,Safe,0,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
172,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,Goris Hotel,not available,not available,not available,not available,not available,15000.0,Minibar,Parking,not available,Phone,not available,not available,not available,not available,not available,not available,Safe,4,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
173,Air Conditioning,Bathroom,not available,Breakfast, Cafe,0,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,Diana Hotel,not available,not available,not available,not available,not available,20000.0,Minibar,Parking,not available,Phone, Playground, Pool,not available,not available,not available,not available,Safe,4,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
174,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,Gyumri Hotel Shirak,not available,not available,not available,not available,not available,17000.0,Minibar,Parking,not available,Phone,not available,not available,not available, Restaurant,not available,not available,Safe,0,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
175,Air Conditioning,Bathroom,not available,Breakfast,not available,1,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,Dilijan Park Resort & Villas,not available,not available,not available,not available,not available,21000.0,Minibar,Parking,not available,Phone,not available, Pool,not available,not available, Room service,not available,Safe,0,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
176,Air Conditioning,Bathroom,not available,Breakfast,not available,1,Conference Room,not available,Dryer,not available, Fitness,not available,not available,not available,Writers House Hotel, Jacuzzi,not available,not available,not available,not available,14000.0,Minibar,Parking,not available,Phone, Playground, Pool,not available,not available,not available,not available,Safe,3,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 13:00:00,2022-05-02 12:00:00
177,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,SD Hotel,not available,not available,not available, Laundry,not available,18000.0,Minibar,Parking,not available,Phone,not available,not available,not available,not available, Room service,not available,Safe,3,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
178,Air Conditioning,Bathroom, Billiards,Breakfast,not available,1,Conference Room,not available,Dryer, FB meal, Fitness,not available,not available,not available,General Sport Complex,not available, Kid's room,not available,not available,not available,22000.0,Minibar,Parking,not available,Phone, Playground, Pool,not available,not available,not available,not available,Safe,4,not available,Table/Desk, Tennis,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
179,Air Conditioning,Bathroom, Billiards,Breakfast, Cafe,0,Conference Room, Cottages,Dryer, FB meal,not available, Garden, Grill/BBQ, HB meal,Alpina Hotel, Jacuzzi, Kid's room, Kitchen, Laundry,not available,33000.0,Minibar,Parking,not available,Phone, Playground,not available, Refrigerator, Restaurant, Room service, SPA,Safe,0, Table tennis,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
180,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer,not available, Fitness,not available,not available,not available,DoubleTree by Hilton, Jacuzzi,not available,not available,not available,not available,68000.0,Minibar,Parking,not available,Phone,not available,not available,not available,not available,not available, SPA,Safe,4,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
181,Air Conditioning,Bathroom, Billiards,Breakfast,not available,0,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,Hrazdan Hotel,not available,not available,not available, Laundry,not available,28000.0,Minibar,Parking,not available,Phone,not available, Pool,not available, Restaurant, Room service,not available,Safe,4,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
182,Air Conditioning,Bathroom,not available,Breakfast, Cafe,1,Conference Room,not available,Dryer,not available, Fitness,not available,not available,not available,Multi Grand Hotel, Jacuzzi, Kid's room,not available,not available,not available,43000.0,Minibar,Parking,not available,Phone, Playground, Pool,not available,not available, Room service, SPA,Safe,5,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
183,Air Conditioning,Bathroom, Billiards,Breakfast,not available,0,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,Nare Hotel,not available,not available,not available,not available,not available,22000.0,Minibar,Parking,not available,Phone,not available, Pool,not available, Restaurant,not available,not available,Safe,3,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
184,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,Panorama Resort,not available, Kid's room, Kitchen,not available,not available,31000.0,Minibar,Parking,not available,Phone,not available, Pool, Refrigerator,not available,not available,not available,Safe,0,not available,Table/Desk, Tennis,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
185,Air Conditioning,Bathroom,not available,Breakfast, Cafe,0,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,Park Hotel Artsakh,not available,not available,not available, Laundry,not available,19600.0,Minibar,Parking,not available,Phone,not available,not available,not available,not available,not available,not available,Safe,4,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
186,Air Conditioning,Bathroom, Billiards,Breakfast,not available,0,Conference Room,not available,Dryer,not available,not available, Garden, Grill/BBQ,not available,Dghyak Pansion,not available,not available,not available,not available,not available,18000.0,Minibar,Parking,not available,Phone, Playground,not available,not available,not available, Room service,not available,Safe,3, Table tennis,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 13:00:00,2022-05-02 12:00:00
187,Air Conditioning,Bathroom,not available,Breakfast, Cafe,0,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,Lalaner Hotel Complex,not available,not available,not available,not available,not available,10000.0,Minibar,Parking,not available,Phone,not available,not available,not available,not available,not available,not available,Safe,3,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
188,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,Life Hotel,not available,not available,not available,not available,not available,10000.0,Minibar,Parking,not available,Phone,not available,not available,not available,not available,not available,not available,Safe,2,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
189,Air Conditioning,Bathroom,not available,Breakfast,not available,1,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,Tufenkian Old Dilijan Hotel,not available, Kid's room,not available,not available,not available,24000.0,Minibar,Parking,not available,Phone,not available,not available,not available,not available, Room service,not available,Safe,3,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 15:00:00,2022-05-02 12:00:00
190,Air Conditioning,Bathroom,not available,Breakfast, Cafe,0,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,Verona Hotel,not available,not available,not available, Laundry,not available,23000.0,Minibar,Parking,not available,Phone, Playground,not available,not available,not available,not available,not available,Safe,3,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
191,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,Mina Hotel,not available,not available,not available,not available,not available,19000.0,Minibar,Parking,not available,Phone,not available,not available,not available,not available,not available,not available,Safe,0,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
192,Air Conditioning,Bathroom,not available,Breakfast, Cafe,0,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,Lara Hotel,not available,not available,not available, Laundry,not available,12000.0,Minibar,Parking,not available,Phone,not available,not available, Refrigerator,not available,not available,not available,Safe,3,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
193,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,Laguna Hotel,not available,not available,not available,not available,not available,12000.0,Minibar,Parking,not available,Phone, Playground, Pool,not available,not available, Room service,not available,Safe,0,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
194,Air Conditioning,Bathroom,not available,Breakfast, Cafe,0,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,Green House Hotel,not available,not available,not available, Laundry,not available,8000.0,Minibar,Parking,not available,Phone, Playground,not available,not available, Restaurant, Room service,not available,Safe,0,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 13:00:00,2022-05-02 12:00:00
195,Air Conditioning,Bathroom,not available,Breakfast,not available,1,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,Yeghevnut  Hotel,not available,not available,not available,not available,not available,12000.0,Minibar,Parking,not available,Phone,not available,not available,not available,not available,not available,not available,Safe,3,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
196,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,Qefilyan  Hotel and Restaurant Complex,not available,not available,not available, Laundry,not available,15000.0,Minibar,Parking,not available,Phone,not available,not available, Refrigerator, Restaurant,not available,not available,Safe,3,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
197,Air Conditioning,Bathroom,not available,Breakfast,not available,3,Conference Room,not available,Dryer,not available, Fitness, Garden,not available,not available,Vallex Garden Hotel,not available,not available,not available,not available,not available,41900.0,Minibar,Parking,not available,Phone, Playground, Pool,not available, Restaurant, Room service,not available,Safe,5,not available,Table/Desk, Tennis,Wardrobe,Wi-Fi,2022-05-02 15:00:00,2022-05-02 12:00:00
198,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,Villa Kars Hotel,not available,not available,not available,not available,not available,25000.0,Minibar,Parking,not available,Phone,not available,not available,not available,not available,not available,not available,Safe,3,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
199,Air Conditioning,Bathroom,not available,Breakfast, Cafe,0,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,Tavush Hotel,not available,not available,not available,not available,not available,20000.0,Minibar,Parking,not available,Phone, Playground,not available,not available, Restaurant, Room service,not available,Safe,0,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
200,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer, FB meal,not available,not available, Grill/BBQ,not available,Ariana Family Hotel,not available,not available,not available, Laundry,not available,20000.0,Minibar,Parking,not available,Phone, Playground,not available,not available,not available, Room service,not available,Safe,0,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
201,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer, FB meal,not available,not available,not available,not available,Maria Resort Hotel, Jacuzzi,not available,not available,not available,not available,80000.0,Minibar,Parking,not available,Phone, Playground, Pool,not available,not available,not available,not available,Safe,0, Table tennis,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
202,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,Getap Hotel,not available,not available,not available,not available,not available,20000.0,Minibar,Parking,not available,Phone, Playground,not available,not available,not available,not available,not available,Safe,0, Table tennis,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 13:00:00,2022-05-02 12:00:00
203,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,Villa Ayghedzor Hotel,not available,not available,not available,not available,not available,25000.0,Minibar,Parking,not available,Phone,not available,not available,not available,not available,not available, SPA,Safe,4,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
204,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,Park Village Hotel & Resort,not available,not available,not available, Laundry,not available,30000.0,Minibar,Parking,not available,Phone,not available,not available, Refrigerator,not available, Room service, SPA,Safe,3,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 13:00:00,2022-05-02 12:00:00
205,Air Conditioning,Bathroom, Billiards,Breakfast,not available,0,Conference Room,not available,Dryer, FB meal,not available,not available,not available,not available,Nairi Rest House,not available,not available,not available,not available,not available,9000.0,Minibar,Parking,not available,Phone, Playground,not available,not available,not available,not available,not available,Safe,3, Table tennis,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
